year,week,State,reported_ILI_cases_per_week
2015,44,Arizona,415
2015,44,California,800
2015,44,Colorado,11
2015,44,Georgia,370
2015,44,Illinois,920
2015,44,New York,89
2015,44,Pennsylvania,246
2015,44,Texas,1143
2015,44,Washington,24
2015,45,Arizona,438
2015,45,California,782
2015,45,Colorado,15
2015,45,Georgia,344
2015,45,Illinois,1020
2015,45,New York,97
2015,45,Pennsylvania,248
2015,45,Texas,1214
2015,45,Washington,21
2015,46,Arizona,496
2015,46,California,996
2015,46,Colorado,21
2015,46,Georgia,431
2015,46,Illinois,978
2015,46,New York,159
2015,46,Pennsylvania,240
2015,46,Texas,1266
2015,46,Washington,22
2015,47,Arizona,348
2015,47,California,687
2015,47,Colorado,15
2015,47,Georgia,326
2015,47,Illinois,830
2015,47,New York,78
2015,47,Pennsylvania,214
2015,47,Texas,1071
2015,47,Washington,7
2015,48,Arizona,566
2015,48,California,936
2015,48,Colorado,18
2015,48,Georgia,367
2015,48,Illinois,1057
2015,48,New York,141
2015,48,Pennsylvania,251
2015,48,Texas,1411
2015,48,Washington,15
2015,49,Arizona,503
2015,49,California,938
2015,49,Colorado,32
2015,49,Georgia,406
2015,49,Illinois,1119
2015,49,New York,178
2015,49,Pennsylvania,284
2015,49,Texas,1320
2015,49,Washington,27
2015,50,Arizona,472
2015,50,California,856
2015,50,Colorado,18
2015,50,Georgia,729
2015,50,Illinois,1008
2015,50,New York,129
2015,50,Pennsylvania,298
2015,50,Texas,1391
2015,50,Washington,19
2015,51,Arizona,485
2015,51,California,723
2015,51,Colorado,27
2015,51,Georgia,756
2015,51,Illinois,1041
2015,51,New York,126
2015,51,Pennsylvania,207
2015,51,Texas,1110
2015,51,Washington,13
2015,52,Arizona,395
2015,52,California,806
2015,52,Colorado,23
2015,52,Georgia,687
2015,52,Illinois,1034
2015,52,New York,99
2015,52,Pennsylvania,288
2015,52,Texas,1274
2015,52,Washington,20
2016,1,Arizona,644
2016,1,California,1077
2016,1,Colorado,37
2016,1,Georgia,587
2016,1,Illinois,1178
2016,1,New York,92
2016,1,Pennsylvania,295
2016,1,Texas,1282
2016,1,Washington,25
2016,2,Arizona,678
2016,2,California,1043
2016,2,Colorado,34
2016,2,Georgia,537
2016,2,Illinois,1217
2016,2,New York,205
2016,2,Pennsylvania,288
2016,2,Texas,1164
2016,2,Washington,38
2016,3,Arizona,666
2016,3,California,1097
2016,3,Colorado,34
2016,3,Georgia,625
2016,3,Illinois,1238
2016,3,New York,155
2016,3,Pennsylvania,294
2016,3,Texas,1318
2016,3,Washington,49
2016,4,Arizona,778
2016,4,California,1347
2016,4,Colorado,35
2016,4,Georgia,623
2016,4,Illinois,1402
2016,4,New York,167
2016,4,Pennsylvania,385
2016,4,Texas,1551
2016,4,Washington,56
2016,5,Arizona,892
2016,5,California,1600
2016,5,Colorado,35
2016,5,Georgia,682
2016,5,Illinois,1551
2016,5,New York,191
2016,5,Pennsylvania,389
2016,5,Texas,1512
2016,5,Washington,76
2016,6,Arizona,1297
2016,6,California,1882
2016,6,Colorado,52
2016,6,Georgia,716
2016,6,Illinois,1699
2016,6,New York,273
2016,6,Pennsylvania,368
2016,6,Texas,1816
2016,6,Washington,93
2016,7,Arizona,1181
2016,7,California,1893
2016,7,Colorado,56
2016,7,Georgia,928
2016,7,Illinois,2003
2016,7,New York,172
2016,7,Pennsylvania,294
2016,7,Texas,2035
2016,7,Washington,120
2016,8,Arizona,1181
2016,8,California,1859
2016,8,Colorado,66
2016,8,Georgia,1045
2016,8,Illinois,1989
2016,8,New York,288
2016,8,Pennsylvania,438
2016,8,Texas,1147
2016,8,Washington,127
2016,9,Arizona,1251
2016,9,California,1804
2016,9,Colorado,63
2016,9,Georgia,1141
2016,9,Illinois,2162
2016,9,New York,357
2016,9,Pennsylvania,484
2016,9,Texas,1203
2016,9,Washington,87
2016,10,Arizona,819
2016,10,California,1636
2016,10,Colorado,67
2016,10,Georgia,1323
2016,10,Illinois,2093
2016,10,New York,366
2016,10,Pennsylvania,519
2016,10,Texas,941
2016,10,Washington,75
2016,11,Arizona,813
2016,11,California,1293
2016,11,Colorado,64
2016,11,Georgia,993
2016,11,Illinois,1642
2016,11,New York,346
2016,11,Pennsylvania,458
2016,11,Texas,749
2016,11,Washington,44
2016,12,Arizona,731
2016,12,California,1201
2016,12,Colorado,62
2016,12,Georgia,1101
2016,12,Illinois,1335
2016,12,New York,278
2016,12,Pennsylvania,463
2016,12,Texas,777
2016,12,Washington,71
2016,13,Arizona,528
2016,13,California,1053
2016,13,Colorado,43
2016,13,Georgia,1068
2016,13,Illinois,1246
2016,13,New York,113
2016,13,Pennsylvania,361
2016,13,Texas,760
2016,13,Washington,66
2016,14,Arizona,611
2016,14,California,938
2016,14,Colorado,43
2016,14,Georgia,873
2016,14,Illinois,1029
2016,14,New York,97
2016,14,Pennsylvania,283
2016,14,Texas,569
2016,14,Washington,57
2016,15,Arizona,594
2016,15,California,855
2016,15,Colorado,42
2016,15,Georgia,770
2016,15,Illinois,955
2016,15,New York,118
2016,15,Pennsylvania,288
2016,15,Texas,789
2016,15,Washington,42
2016,16,Arizona,581
2016,16,California,710
2016,16,Colorado,40
2016,16,Georgia,498
2016,16,Illinois,894
2016,16,New York,79
2016,16,Pennsylvania,306
2016,16,Texas,846
2016,16,Washington,22
2016,17,Arizona,476
2016,17,California,711
2016,17,Colorado,37
2016,17,Georgia,685
2016,17,Illinois,800
2016,17,New York,68
2016,17,Pennsylvania,305
2016,17,Texas,747
2016,17,Washington,31
2016,18,Arizona,387
2016,18,California,726
2016,18,Colorado,22
2016,18,Georgia,646
2016,18,Illinois,664
2016,18,New York,55
2016,18,Pennsylvania,214
2016,18,Texas,617
2016,18,Washington,20
2016,19,Arizona,362
2016,19,California,586
2016,19,Colorado,25
2016,19,Georgia,642
2016,19,Illinois,699
2016,19,New York,31
2016,19,Pennsylvania,172
2016,19,Texas,472
2016,19,Washington,16
2016,20,Arizona,363
2016,20,California,527
2016,20,Colorado,22
2016,20,Georgia,669
2016,20,Illinois,636
2016,20,New York,23
2016,20,Pennsylvania,155
2016,20,Texas,459
2016,20,Washington,15
2016,21,Arizona,299
2016,21,California,515
2016,21,Colorado,16
2016,21,Georgia,628
2016,21,Illinois,540
2016,21,New York,8
2016,21,Pennsylvania,144
2016,21,Texas,518
2016,21,Washington,8
2016,22,Arizona,238
2016,22,California,417
2016,22,Colorado,9
2016,22,Georgia,556
2016,22,Illinois,513
2016,22,New York,0
2016,22,Pennsylvania,136
2016,22,Texas,395
2016,22,Washington,8
2016,23,Arizona,302
2016,23,California,440
2016,23,Colorado,19
2016,23,Georgia,448
2016,23,Illinois,395
2016,23,New York,0
2016,23,Pennsylvania,123
2016,23,Texas,276
2016,23,Washington,13
2016,24,Arizona,313
2016,24,California,395
2016,24,Colorado,18
2016,24,Georgia,436
2016,24,Illinois,310
2016,24,New York,2
2016,24,Pennsylvania,95
2016,24,Texas,362
2016,24,Washington,8
2016,25,Arizona,159
2016,25,California,376
2016,25,Colorado,12
2016,25,Georgia,338
2016,25,Illinois,346
2016,25,New York,1
2016,25,Pennsylvania,102
2016,25,Texas,316
2016,25,Washington,6
2016,26,Arizona,165
2016,26,California,381
2016,26,Colorado,10
2016,26,Georgia,340
2016,26,Illinois,355
2016,26,New York,1
2016,26,Pennsylvania,99
2016,26,Texas,297
2016,26,Washington,5
2016,27,Arizona,139
2016,27,California,299
2016,27,Colorado,8
2016,27,Georgia,369
2016,27,Illinois,289
2016,27,New York,0
2016,27,Pennsylvania,71
2016,27,Texas,248
2016,27,Washington,6
2016,28,Arizona,147
2016,28,California,324
2016,28,Colorado,10
2016,28,Georgia,301
2016,28,Illinois,317
2016,28,New York,2
2016,28,Pennsylvania,79
2016,28,Texas,189
2016,28,Washington,7
2016,29,Arizona,160
2016,29,California,269
2016,29,Colorado,12
2016,29,Georgia,269
2016,29,Illinois,307
2016,29,New York,0
2016,29,Pennsylvania,86
2016,29,Texas,239
2016,29,Washington,5
2016,30,Arizona,137
2016,30,California,262
2016,30,Colorado,7
2016,30,Georgia,276
2016,30,Illinois,295
2016,30,New York,0
2016,30,Pennsylvania,83
2016,30,Texas,261
2016,30,Washington,6
2016,31,Arizona,150
2016,31,California,246
2016,31,Colorado,9
2016,31,Georgia,271
2016,31,Illinois,267
2016,31,New York,2
2016,31,Pennsylvania,76
2016,31,Texas,216
2016,31,Washington,3
2016,32,Arizona,58
2016,32,California,267
2016,32,Colorado,10
2016,32,Georgia,419
2016,32,Illinois,263
2016,32,New York,0
2016,32,Pennsylvania,87
2016,32,Texas,209
2016,32,Washington,3
2016,33,Arizona,80
2016,33,California,310
2016,33,Colorado,9
2016,33,Georgia,580
2016,33,Illinois,275
2016,33,New York,3
2016,33,Pennsylvania,74
2016,33,Texas,224
2016,33,Washington,4
2016,34,Arizona,97
2016,34,California,342
2016,34,Colorado,16
2016,34,Georgia,668
2016,34,Illinois,327
2016,34,New York,1
2016,34,Pennsylvania,80
2016,34,Texas,336
2016,34,Washington,5
2016,35,Arizona,100
2016,35,California,447
2016,35,Colorado,53
2016,35,Georgia,618
2016,35,Illinois,315
2016,35,New York,0
2016,35,Pennsylvania,141
2016,35,Texas,423
2016,35,Washington,2
2016,36,Arizona,65
2016,36,California,398
2016,36,Colorado,21
2016,36,Georgia,597
2016,36,Illinois,396
2016,36,New York,3
2016,36,Pennsylvania,112
2016,36,Texas,534
2016,36,Washington,4
2016,37,Arizona,74
2016,37,California,604
2016,37,Colorado,40
2016,37,Georgia,638
2016,37,Illinois,516
2016,37,New York,9
2016,37,Pennsylvania,93
2016,37,Texas,509
2016,37,Washington,6
2016,38,Arizona,84
2016,38,California,624
2016,38,Colorado,31
2016,38,Georgia,709
2016,38,Illinois,497
2016,38,New York,2
2016,38,Pennsylvania,107
2016,38,Texas,367
2016,38,Washington,7
2016,39,Arizona,105
2016,39,California,636
2016,39,Colorado,32
2016,39,Georgia,649
2016,39,Illinois,623
2016,39,New York,8
2016,39,Pennsylvania,127
2016,39,Texas,400
2016,39,Washington,7
2016,40,Arizona,309
2016,40,California,668
2016,40,Colorado,22
2016,40,Georgia,903
2016,40,Illinois,640
2016,40,New York,115
2016,40,Pennsylvania,141
2016,40,Texas,654
2016,40,Washington,18
2016,41,Arizona,262
2016,41,California,760
2016,41,Colorado,44
2016,41,Georgia,1065
2016,41,Illinois,571
2016,41,New York,141
2016,41,Pennsylvania,121
2016,41,Texas,571
2016,41,Washington,15
2016,42,Arizona,321
2016,42,California,812
2016,42,Colorado,43
2016,42,Georgia,1114
2016,42,Illinois,743
2016,42,New York,175
2016,42,Pennsylvania,150
2016,42,Texas,541
2016,42,Washington,20
2016,43,Arizona,303
2016,43,California,833
2016,43,Colorado,37
2016,43,Georgia,1105
2016,43,Illinois,742
2016,43,New York,146
2016,43,Pennsylvania,142
2016,43,Texas,589
2016,43,Washington,23
2016,44,Arizona,265
2016,44,California,849
2016,44,Colorado,15
2016,44,Georgia,1334
2016,44,Illinois,804
2016,44,New York,148
2016,44,Pennsylvania,177
2016,44,Texas,581
2016,44,Washington,19
2016,45,Arizona,245
2016,45,California,942
2016,45,Colorado,28
2016,45,Georgia,1434
2016,45,Illinois,827
2016,45,New York,194
2016,45,Pennsylvania,187
2016,45,Texas,607
2016,45,Washington,21
2016,46,Arizona,389
2016,46,California,993
2016,46,Colorado,41
2016,46,Georgia,1440
2016,46,Illinois,899
2016,46,New York,182
2016,46,Pennsylvania,186
2016,46,Texas,673
2016,46,Washington,28
2016,47,Arizona,218
2016,47,California,865
2016,47,Colorado,17
2016,47,Georgia,1505
2016,47,Illinois,744
2016,47,New York,194
2016,47,Pennsylvania,139
2016,47,Texas,550
2016,47,Washington,21
2016,48,Arizona,333
2016,48,California,1091
2016,48,Colorado,67
2016,48,Georgia,1538
2016,48,Illinois,860
2016,48,New York,261
2016,48,Pennsylvania,173
2016,48,Texas,696
2016,48,Washington,30
2016,49,Arizona,396
2016,49,California,1114
2016,49,Colorado,49
2016,49,Georgia,1486
2016,49,Illinois,894
2016,49,New York,223
2016,49,Pennsylvania,208
2016,49,Texas,816
2016,49,Washington,23
2016,50,Arizona,550
2016,50,California,1190
2016,50,Colorado,53
2016,50,Georgia,1544
2016,50,Illinois,943
2016,50,New York,208
2016,50,Pennsylvania,234
2016,50,Texas,887
2016,50,Washington,58
2016,51,Arizona,591
2016,51,California,1233
2016,51,Colorado,66
2016,51,Georgia,1928
2016,51,Illinois,978
2016,51,New York,389
2016,51,Pennsylvania,215
2016,51,Texas,951
2016,51,Washington,73
2016,52,Arizona,479
2016,52,California,1419
2016,52,Colorado,2
2016,52,Georgia,2084
2016,52,Illinois,1234
2016,52,New York,537
2016,52,Pennsylvania,298
2016,52,Texas,960
2016,52,Washington,91
2017,1,Arizona,540
2017,1,California,1559
2017,1,Colorado,65
2017,1,Georgia,1982
2017,1,Illinois,1267
2017,1,New York,584
2017,1,Pennsylvania,351
2017,1,Texas,1076
2017,1,Washington,97
2017,2,Arizona,585
2017,2,California,1490
2017,2,Colorado,55
2017,2,Georgia,1923
2017,2,Illinois,1350
2017,2,New York,736
2017,2,Pennsylvania,358
2017,2,Texas,1450
2017,2,Washington,113
2017,3,Arizona,567
2017,3,California,1441
2017,3,Colorado,79
2017,3,Georgia,2379
2017,3,Illinois,1443
2017,3,New York,913
2017,3,Pennsylvania,465
2017,3,Texas,1563
2017,3,Washington,186
2017,4,Arizona,569
2017,4,California,1700
2017,4,Colorado,70
2017,4,Georgia,2370
2017,4,Illinois,1640
2017,4,New York,1174
2017,4,Pennsylvania,535
2017,4,Texas,1868
2017,4,Washington,130
2017,5,Arizona,647
2017,5,California,1667
2017,5,Colorado,83
2017,5,Georgia,2666
2017,5,Illinois,1810
2017,5,New York,1431
2017,5,Pennsylvania,655
2017,5,Texas,2774
2017,5,Washington,101
2017,6,Arizona,670
2017,6,California,1395
2017,6,Colorado,73
2017,6,Georgia,3038
2017,6,Illinois,2297
2017,6,New York,1466
2017,6,Pennsylvania,735
2017,6,Texas,3508
2017,6,Washington,47
2017,7,Arizona,549
2017,7,California,1245
2017,7,Colorado,8
2017,7,Georgia,3221
2017,7,Illinois,2435
2017,7,New York,1153
2017,7,Pennsylvania,698
2017,7,Texas,2592
2017,7,Washington,41
2017,8,Arizona,564
2017,8,California,1080
2017,8,Colorado,49
2017,8,Georgia,3464
2017,8,Illinois,2284
2017,8,New York,811
2017,8,Pennsylvania,559
2017,8,Texas,2635
2017,8,Washington,34
2017,9,Arizona,668
2017,9,California,1082
2017,9,Colorado,60
2017,9,Georgia,2479
2017,9,Illinois,1743
2017,9,New York,407
2017,9,Pennsylvania,374
2017,9,Texas,2256
2017,9,Washington,35
2017,10,Arizona,604
2017,10,California,1091
2017,10,Colorado,56
2017,10,Georgia,2487
2017,10,Illinois,1759
2017,10,New York,419
2017,10,Pennsylvania,301
2017,10,Texas,2107
2017,10,Washington,20
2017,11,Arizona,506
2017,11,California,1155
2017,11,Colorado,45
2017,11,Georgia,2683
2017,11,Illinois,1450
2017,11,New York,383
2017,11,Pennsylvania,299
2017,11,Texas,1403
2017,11,Washington,26
2017,12,Arizona,559
2017,12,California,925
2017,12,Colorado,60
2017,12,Georgia,3146
2017,12,Illinois,1440
2017,12,New York,505
2017,12,Pennsylvania,259
2017,12,Texas,1258
2017,12,Washington,22
2017,13,Arizona,542
2017,13,California,845
2017,13,Colorado,53
2017,13,Georgia,2505
2017,13,Illinois,1348
2017,13,New York,568
2017,13,Pennsylvania,309
2017,13,Texas,1065
2017,13,Washington,32
2017,14,Arizona,488
2017,14,California,809
2017,14,Colorado,45
2017,14,Georgia,1503
2017,14,Illinois,1169
2017,14,New York,584
2017,14,Pennsylvania,245
2017,14,Texas,906
2017,14,Washington,16
2017,15,Arizona,380
2017,15,California,746
2017,15,Colorado,37
2017,15,Georgia,1147
2017,15,Illinois,764
2017,15,New York,343
2017,15,Pennsylvania,209
2017,15,Texas,835
2017,15,Washington,16
2017,16,Arizona,462
2017,16,California,776
2017,16,Colorado,43
2017,16,Georgia,1027
2017,16,Illinois,676
2017,16,New York,209
2017,16,Pennsylvania,191
2017,16,Texas,665
2017,16,Washington,15
2017,17,Arizona,420
2017,17,California,797
2017,17,Colorado,53
2017,17,Georgia,905
2017,17,Illinois,681
2017,17,New York,217
2017,17,Pennsylvania,161
2017,17,Texas,755
2017,17,Washington,16
2017,18,Arizona,487
2017,18,California,660
2017,18,Colorado,39
2017,18,Georgia,929
2017,18,Illinois,617
2017,18,New York,221
2017,18,Pennsylvania,148
2017,18,Texas,665
2017,18,Washington,12
2017,19,Arizona,342
2017,19,California,629
2017,19,Colorado,23
2017,19,Georgia,862
2017,19,Illinois,715
2017,19,New York,163
2017,19,Pennsylvania,94
2017,19,Texas,419
2017,19,Washington,14
2017,20,Arizona,444
2017,20,California,640
2017,20,Colorado,39
2017,20,Georgia,804
2017,20,Illinois,576
2017,20,New York,154
2017,20,Pennsylvania,101
2017,20,Texas,552
2017,20,Washington,15
2017,21,Arizona,436
2017,21,California,551
2017,21,Colorado,44
2017,21,Georgia,749
2017,21,Illinois,485
2017,21,New York,143
2017,21,Pennsylvania,69
2017,21,Texas,471
2017,21,Washington,9
2017,22,Arizona,314
2017,22,California,449
2017,22,Colorado,2
2017,22,Georgia,608
2017,22,Illinois,417
2017,22,New York,101
2017,22,Pennsylvania,73
2017,22,Texas,360
2017,22,Washington,13
2017,23,Arizona,318
2017,23,California,608
2017,23,Colorado,17
2017,23,Georgia,547
2017,23,Illinois,404
2017,23,New York,106
2017,23,Pennsylvania,75
2017,23,Texas,385
2017,23,Washington,3
2017,24,Arizona,261
2017,24,California,470
2017,24,Colorado,0
2017,24,Georgia,554
2017,24,Illinois,339
2017,24,New York,104
2017,24,Pennsylvania,58
2017,24,Texas,329
2017,24,Washington,9
2017,25,Arizona,158
2017,25,California,463
2017,25,Colorado,20
2017,25,Georgia,467
2017,25,Illinois,328
2017,25,New York,100
2017,25,Pennsylvania,52
2017,25,Texas,302
2017,25,Washington,4
2017,26,Arizona,230
2017,26,California,470
2017,26,Colorado,18
2017,26,Georgia,438
2017,26,Illinois,293
2017,26,New York,83
2017,26,Pennsylvania,36
2017,26,Texas,252
2017,26,Washington,5
2017,27,Arizona,162
2017,27,California,369
2017,27,Colorado,9
2017,27,Georgia,470
2017,27,Illinois,226
2017,27,New York,74
2017,27,Pennsylvania,44
2017,27,Texas,256
2017,27,Washington,4
2017,28,Arizona,208
2017,28,California,366
2017,28,Colorado,13
2017,28,Georgia,398
2017,28,Illinois,276
2017,28,New York,59
2017,28,Pennsylvania,37
2017,28,Texas,238
2017,28,Washington,3
2017,29,Arizona,211
2017,29,California,397
2017,29,Colorado,7
2017,29,Georgia,322
2017,29,Illinois,238
2017,29,New York,74
2017,29,Pennsylvania,52
2017,29,Texas,182
2017,29,Washington,5
2017,30,Arizona,218
2017,30,California,342
2017,30,Colorado,5
2017,30,Georgia,343
2017,30,Illinois,242
2017,30,New York,66
2017,30,Pennsylvania,45
2017,30,Texas,264
2017,30,Washington,4
2017,31,Arizona,231
2017,31,California,307
2017,31,Colorado,16
2017,31,Georgia,372
2017,31,Illinois,256
2017,31,New York,67
2017,31,Pennsylvania,69
2017,31,Texas,260
2017,31,Washington,10
2017,32,Arizona,175
2017,32,California,337
2017,32,Colorado,19
2017,32,Georgia,484
2017,32,Illinois,249
2017,32,New York,71
2017,32,Pennsylvania,36
2017,32,Texas,214
2017,32,Washington,4
2017,33,Arizona,242
2017,33,California,340
2017,33,Colorado,15
2017,33,Georgia,687
2017,33,Illinois,273
2017,33,New York,74
2017,33,Pennsylvania,41
2017,33,Texas,206
2017,33,Washington,4
2017,34,Arizona,476
2017,34,California,439
2017,34,Colorado,21
2017,34,Georgia,767
2017,34,Illinois,263
2017,34,New York,86
2017,34,Pennsylvania,46
2017,34,Texas,347
2017,34,Washington,8
2017,35,Arizona,391
2017,35,California,506
2017,35,Colorado,37
2017,35,Georgia,809
2017,35,Illinois,299
2017,35,New York,83
2017,35,Pennsylvania,60
2017,35,Texas,331
2017,35,Washington,13
2017,36,Arizona,225
2017,36,California,490
2017,36,Colorado,36
2017,36,Georgia,822
2017,36,Illinois,354
2017,36,New York,79
2017,36,Pennsylvania,60
2017,36,Texas,371
2017,36,Washington,16
2017,37,Arizona,334
2017,37,California,652
2017,37,Colorado,145
2017,37,Georgia,784
2017,37,Illinois,476
2017,37,New York,88
2017,37,Pennsylvania,75
2017,37,Texas,477
2017,37,Washington,16
2017,38,Arizona,212
2017,38,California,621
2017,38,Colorado,103
2017,38,Georgia,790
2017,38,Illinois,469
2017,38,New York,102
2017,38,Pennsylvania,82
2017,38,Texas,448
2017,38,Washington,19
2017,39,Arizona,152
2017,39,California,659
2017,39,Colorado,192
2017,39,Georgia,882
2017,39,Illinois,473
2017,39,New York,122
2017,39,Pennsylvania,92
2017,39,Texas,494
2017,39,Washington,14
2017,40,Arizona,406
2017,40,California,852
2017,40,Colorado,129
2017,40,Georgia,850
2017,40,Illinois,571
2017,40,New York,147
2017,40,Pennsylvania,611
2017,40,Texas,642
2017,40,Washington,12
2017,41,Arizona,373
2017,41,California,733
2017,41,Colorado,142
2017,41,Georgia,982
2017,41,Illinois,583
2017,41,New York,133
2017,41,Pennsylvania,534
2017,41,Texas,654
2017,41,Washington,28
2017,42,Arizona,374
2017,42,California,823
2017,42,Colorado,158
2017,42,Georgia,1022
2017,42,Illinois,485
2017,42,New York,187
2017,42,Pennsylvania,587
2017,42,Texas,641
2017,42,Washington,44
2017,43,Arizona,408
2017,43,California,906
2017,43,Colorado,145
2017,43,Georgia,1165
2017,43,Illinois,535
2017,43,New York,198
2017,43,Pennsylvania,557
2017,43,Texas,710
2017,43,Washington,17
2017,44,Arizona,471
2017,44,California,948
2017,44,Colorado,191
2017,44,Georgia,1208
2017,44,Illinois,549
2017,44,New York,204
2017,44,Pennsylvania,664
2017,44,Texas,774
2017,44,Washington,49
2017,45,Arizona,317
2017,45,California,950
2017,45,Colorado,220
2017,45,Georgia,1466
2017,45,Illinois,633
2017,45,New York,232
2017,45,Pennsylvania,764
2017,45,Texas,1109
2017,45,Washington,55
2017,46,Arizona,451
2017,46,California,1024
2017,46,Colorado,256
2017,46,Georgia,1541
2017,46,Illinois,610
2017,46,New York,239
2017,46,Pennsylvania,810
2017,46,Texas,1365
2017,46,Washington,43
2017,47,Arizona,215
2017,47,California,817
2017,47,Colorado,227
2017,47,Georgia,1624
2017,47,Illinois,545
2017,47,New York,195
2017,47,Pennsylvania,718
2017,47,Texas,1023
2017,47,Washington,56
2017,48,Arizona,615
2017,48,California,988
2017,48,Colorado,336
2017,48,Georgia,1650
2017,48,Illinois,906
2017,48,New York,277
2017,48,Pennsylvania,888
2017,48,Texas,1541
2017,48,Washington,70
2017,49,Arizona,449
2017,49,California,1236
2017,49,Colorado,379
2017,49,Georgia,1568
2017,49,Illinois,957
2017,49,New York,334
2017,49,Pennsylvania,826
2017,49,Texas,1678
2017,49,Washington,20
2017,50,Arizona,866
2017,50,California,1671
2017,50,Colorado,436
2017,50,Georgia,1683
2017,50,Illinois,1397
2017,50,New York,349
2017,50,Pennsylvania,852
2017,50,Texas,2764
2017,50,Washington,25
2017,51,Arizona,973
2017,51,California,2069
2017,51,Colorado,546
2017,51,Georgia,2199
2017,51,Illinois,1956
2017,51,New York,445
2017,51,Pennsylvania,1016
2017,51,Texas,3938
2017,51,Washington,39
2017,52,Arizona,1078
2017,52,California,2512
2017,52,Colorado,469
2017,52,Georgia,2412
2017,52,Illinois,2524
2017,52,New York,366
2017,52,Pennsylvania,1334
2017,52,Texas,1830
2017,52,Washington,257
2018,1,Arizona,1249
2018,1,California,2310
2018,1,Colorado,553
2018,1,Georgia,3067
2018,1,Illinois,2495
2018,1,New York,340
2018,1,Pennsylvania,1709
2018,1,Texas,3428
2018,1,Washington,267
2018,2,Arizona,951
2018,2,California,2361
2018,2,Colorado,686
2018,2,Georgia,4731
2018,2,Illinois,2465
2018,2,New York,648
2018,2,Pennsylvania,1739
2018,2,Texas,4047
2018,2,Washington,352
2018,3,Arizona,1056
2018,3,California,1963
2018,3,Colorado,665
2018,3,Georgia,6284
2018,3,Illinois,2370
2018,3,New York,842
2018,3,Pennsylvania,2246
2018,3,Texas,3966
2018,3,Washington,286
2018,4,Arizona,923
2018,4,California,2038
2018,4,Colorado,793
2018,4,Georgia,7656
2018,4,Illinois,2560
2018,4,New York,1355
2018,4,Pennsylvania,3116
2018,4,Texas,5203
2018,4,Washington,345
2018,5,Arizona,756
2018,5,California,2369
2018,5,Colorado,977
2018,5,Georgia,8032
2018,5,Illinois,2720
2018,5,New York,1674
2018,5,Pennsylvania,3680
2018,5,Texas,4996
2018,5,Washington,247
2018,6,Arizona,996
2018,6,California,2116
2018,6,Colorado,863
2018,6,Georgia,8949
2018,6,Illinois,2552
2018,6,New York,1678
2018,6,Pennsylvania,4221
2018,6,Texas,4450
2018,6,Washington,210
2018,7,Arizona,948
2018,7,California,1879
2018,7,Colorado,740
2018,7,Georgia,6528
2018,7,Illinois,2414
2018,7,New York,1588
2018,7,Pennsylvania,4352
2018,7,Texas,3598
2018,7,Washington,181
2018,8,Arizona,885
2018,8,California,1619
2018,8,Colorado,672
2018,8,Georgia,3190
2018,8,Illinois,1879
2018,8,New York,875
2018,8,Pennsylvania,3145
2018,8,Texas,2638
2018,8,Washington,176
2018,9,Arizona,778
2018,9,California,1870
2018,9,Colorado,554
2018,9,Georgia,1961
2018,9,Illinois,1279
2018,9,New York,576
2018,9,Pennsylvania,2149
2018,9,Texas,1833
2018,9,Washington,123
2018,10,Arizona,535
2018,10,California,1813
2018,10,Colorado,455
2018,10,Georgia,1783
2018,10,Illinois,1081
2018,10,New York,402
2018,10,Pennsylvania,1420
2018,10,Texas,1286
2018,10,Washington,93
2018,11,Arizona,550
2018,11,California,1658
2018,11,Colorado,360
2018,11,Georgia,1655
2018,11,Illinois,1051
2018,11,New York,345
2018,11,Pennsylvania,1319
2018,11,Texas,817
2018,11,Washington,114
2018,12,Arizona,640
2018,12,California,1457
2018,12,Colorado,313
2018,12,Georgia,1381
2018,12,Illinois,958
2018,12,New York,249
2018,12,Pennsylvania,1289
2018,12,Texas,853
2018,12,Washington,113
2018,13,Arizona,575
2018,13,California,1167
2018,13,Colorado,225
2018,13,Georgia,1342
2018,13,Illinois,811
2018,13,New York,275
2018,13,Pennsylvania,1174
2018,13,Texas,762
2018,13,Washington,86
2018,14,Arizona,565
2018,14,California,1082
2018,14,Colorado,222
2018,14,Georgia,1211
2018,14,Illinois,781
2018,14,New York,212
2018,14,Pennsylvania,1186
2018,14,Texas,530
2018,14,Washington,79
2018,15,Arizona,566
2018,15,California,903
2018,15,Colorado,150
2018,15,Georgia,1147
2018,15,Illinois,695
2018,15,New York,240
2018,15,Pennsylvania,894
2018,15,Texas,437
2018,15,Washington,50
2018,16,Arizona,483
2018,16,California,888
2018,16,Colorado,146
2018,16,Georgia,979
2018,16,Illinois,506
2018,16,New York,237
2018,16,Pennsylvania,732
2018,16,Texas,696
2018,16,Washington,47
2018,17,Arizona,450
2018,17,California,934
2018,17,Colorado,176
2018,17,Georgia,850
2018,17,Illinois,578
2018,17,New York,177
2018,17,Pennsylvania,715
2018,17,Texas,624
2018,17,Washington,21
2018,18,Arizona,434
2018,18,California,876
2018,18,Colorado,136
2018,18,Georgia,942
2018,18,Illinois,445
2018,18,New York,232
2018,18,Pennsylvania,598
2018,18,Texas,570
2018,18,Washington,23
2018,19,Arizona,386
2018,19,California,828
2018,19,Colorado,109
2018,19,Georgia,897
2018,19,Illinois,423
2018,19,New York,165
2018,19,Pennsylvania,495
2018,19,Texas,509
2018,19,Washington,25
2018,20,Arizona,357
